0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036,0.040540541,0.036036036
