12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
12,14,20,25
